,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
587,1663,1,0.5,0,0.0,0.0,40.0,0.6,147.0,4.0,15.0,951.0,1545.0,1336.0,8.0,5.0,15,1,0,0,1
593,1395,1,2.8,0,0.0,1.0,55.0,0.6,118.0,3.0,1.0,782.0,1787.0,3373.0,11.0,2.0,16,1,1,0,3
1481,1834,0,2.1,0,7.0,1.0,40.0,0.1,99.0,4.0,11.0,0.0,1987.0,3692.0,13.0,0.0,16,1,1,0,3
1377,1071,0,2.6,0,0.0,0.0,49.0,0.3,199.0,4.0,5.0,1328.0,1970.0,3393.0,6.0,5.0,7,1,0,0,3
1891,1367,0,2.9,0,4.0,0.0,56.0,0.8,176.0,2.0,6.0,36.0,642.0,299.0,6.0,2.0,10,0,1,0,0
1249,504,1,2.8,1,2.0,0.0,54.0,0.4,163.0,2.0,10.0,1207.0,1539.0,2378.0,17.0,11.0,2,1,0,0,2
1636,1561,0,0.5,1,10.0,1.0,4.0,0.5,134.0,2.0,13.0,885.0,1811.0,1783.0,13.0,12.0,10,1,1,0,2
531,532,1,0.8,1,3.0,0.0,8.0,0.1,193.0,5.0,10.0,1213.0,1354.0,728.0,13.0,5.0,8,1,1,0,0
1895,1349,1,2.1,1,3.0,0.0,46.0,0.9,134.0,6.0,12.0,212.0,623.0,2367.0,11.0,7.0,10,1,0,1,1
15,775,0,1.0,0,3.0,0.0,46.0,0.7,159.0,2.0,16.0,862.0,1864.0,568.0,17.0,15.0,11,1,1,1,0
1171,815,0,2.0,1,4.0,0.0,51.0,0.3,85.0,6.0,12.0,982.0,1291.0,3469.0,5.0,4.0,6,1,0,1,3
1625,1000,0,2.7,0,1.0,1.0,58.0,1.0,135.0,5.0,12.0,461.0,833.0,862.0,7.0,0.0,20,1,0,0,0
1893,721,1,2.7,1,1.0,1.0,15.0,0.2,102.0,5.0,18.0,655.0,1255.0,3606.0,10.0,0.0,5,1,1,1,3
1572,895,0,0.5,1,6.0,0.0,16.0,0.3,164.0,8.0,14.0,126.0,1575.0,3122.0,7.0,0.0,4,0,0,1,2
1880,1720,0,1.6,0,18.0,1.0,2.0,0.8,188.0,5.0,20.0,334.0,896.0,2522.0,10.0,5.0,2,1,0,1,2
1289,615,1,0.5,1,7.0,0.0,58.0,0.5,130.0,5.0,8.0,1021.0,1958.0,1906.0,14.0,5.0,5,1,0,0,1
1885,713,0,0.9,1,0.0,0.0,42.0,0.1,94.0,1.0,14.0,1048.0,1123.0,928.0,12.0,10.0,9,0,0,1,0
990,1483,1,2.6,1,13.0,0.0,19.0,0.6,146.0,7.0,19.0,361.0,1552.0,1587.0,9.0,4.0,19,0,0,0,1
1166,999,1,1.8,1,0.0,1.0,27.0,0.1,167.0,4.0,1.0,20.0,745.0,1344.0,17.0,10.0,5,1,0,0,0
886,878,1,1.3,0,13.0,1.0,31.0,0.5,153.0,4.0,18.0,575.0,618.0,3497.0,9.0,7.0,11,1,1,0,2
391,1036,1,2.4,0,0.0,0.0,39.0,0.2,119.0,7.0,3.0,373.0,926.0,2101.0,10.0,7.0,2,0,1,0,1
864,1296,0,1.4,1,3.0,0.0,11.0,0.2,129.0,7.0,4.0,1222.0,1382.0,2552.0,19.0,8.0,10,1,1,1,2
933,1991,1,1.8,0,11.0,0.0,9.0,0.7,94.0,3.0,12.0,751.0,1377.0,1511.0,17.0,8.0,9,0,0,0,1
1041,1727,0,2.1,0,2.0,1.0,63.0,0.6,85.0,7.0,8.0,1463.0,1992.0,2457.0,19.0,13.0,7,1,0,1,3
740,1004,1,2.9,1,0.0,0.0,35.0,0.2,141.0,6.0,9.0,901.0,1162.0,3772.0,17.0,8.0,18,0,1,1,3
720,1702,1,2.3,0,12.0,1.0,52.0,0.5,145.0,2.0,15.0,1397.0,1491.0,2501.0,16.0,12.0,4,1,0,0,3
188,1905,1,0.5,0,3.0,1.0,6.0,0.5,151.0,1.0,5.0,849.0,898.0,1545.0,9.0,5.0,10,1,1,0,1
806,1511,0,2.5,1,3.0,0.0,21.0,0.2,114.0,3.0,18.0,1455.0,1982.0,3746.0,10.0,0.0,5,1,0,0,3
519,1928,1,1.8,0,9.0,1.0,19.0,1.0,187.0,3.0,20.0,691.0,1580.0,3777.0,7.0,2.0,13,1,1,1,3
212,1049,1,2.2,0,9.0,0.0,63.0,0.5,135.0,5.0,17.0,199.0,1077.0,1022.0,11.0,3.0,13,0,0,0,0
1344,1429,0,0.6,0,8.0,0.0,42.0,0.9,151.0,5.0,9.0,670.0,1552.0,1817.0,6.0,1.0,16,1,0,0,1
1574,1628,1,1.8,1,11.0,0.0,56.0,0.1,136.0,2.0,13.0,500.0,1713.0,3358.0,17.0,11.0,12,1,1,1,3
670,638,0,1.7,1,11.0,0.0,27.0,0.5,102.0,4.0,17.0,1171.0,1383.0,2735.0,7.0,2.0,9,1,1,0,2
164,1441,0,2.1,1,11.0,1.0,3.0,0.1,118.0,8.0,17.0,577.0,1071.0,2317.0,16.0,4.0,7,1,0,1,2
145,1814,0,1.4,1,1.0,1.0,9.0,0.4,141.0,2.0,2.0,756.0,786.0,3556.0,18.0,12.0,16,1,0,0,3
1908,689,0,1.4,0,2.0,0.0,45.0,0.5,103.0,5.0,11.0,256.0,823.0,3585.0,10.0,1.0,10,1,0,0,3
179,801,1,2.2,1,2.0,0.0,63.0,0.4,165.0,7.0,4.0,650.0,879.0,1617.0,17.0,4.0,19,0,0,1,1
1522,826,1,2.4,1,14.0,1.0,57.0,0.6,117.0,2.0,17.0,1077.0,1183.0,1907.0,15.0,14.0,5,1,0,0,1
162,1296,0,0.9,1,0.0,1.0,14.0,0.5,124.0,5.0,3.0,811.0,1272.0,490.0,7.0,1.0,4,1,1,1,0
1076,516,0,1.1,1,0.0,1.0,39.0,0.4,91.0,5.0,7.0,855.0,1401.0,819.0,8.0,0.0,10,1,1,1,0
1213,1177,0,0.9,0,1.0,0.0,11.0,1.0,181.0,4.0,7.0,945.0,1923.0,1887.0,8.0,5.0,11,1,1,1,1
606,1871,1,2.0,0,7.0,1.0,20.0,0.1,81.0,7.0,14.0,88.0,1682.0,2144.0,13.0,12.0,12,1,1,1,2
1801,1035,1,1.9,1,8.0,0.0,11.0,1.0,173.0,6.0,10.0,831.0,1709.0,2002.0,17.0,8.0,5,1,1,0,1
1001,1524,0,2.6,1,5.0,0.0,57.0,0.5,124.0,2.0,12.0,629.0,635.0,947.0,11.0,4.0,16,0,1,1,0
1455,867,1,1.5,0,0.0,1.0,57.0,0.1,159.0,4.0,0.0,289.0,724.0,2157.0,8.0,6.0,18,1,0,0,1
1381,1842,1,2.2,1,7.0,0.0,56.0,0.4,179.0,4.0,10.0,783.0,1227.0,3721.0,16.0,11.0,4,0,1,1,3
290,1893,1,2.1,1,8.0,0.0,63.0,0.2,134.0,2.0,11.0,637.0,763.0,3822.0,14.0,3.0,18,0,1,1,3
161,961,1,1.5,1,10.0,0.0,51.0,0.3,152.0,6.0,16.0,554.0,621.0,2981.0,15.0,6.0,7,1,1,1,2
1769,733,1,0.6,1,0.0,0.0,63.0,0.3,105.0,7.0,10.0,950.0,1739.0,984.0,17.0,4.0,9,1,0,1,0
1861,1189,1,1.9,0,5.0,0.0,7.0,0.5,164.0,2.0,20.0,79.0,615.0,841.0,13.0,10.0,11,0,1,0,0
808,1852,0,1.4,0,4.0,1.0,10.0,0.7,196.0,1.0,18.0,580.0,1163.0,3970.0,13.0,1.0,11,1,0,1,3
1911,1259,0,1.2,1,0.0,0.0,13.0,0.5,97.0,2.0,0.0,1210.0,1989.0,340.0,17.0,13.0,4,1,0,1,0
799,1567,0,2.1,1,3.0,0.0,22.0,0.8,153.0,3.0,19.0,190.0,1326.0,3991.0,15.0,2.0,10,1,0,0,3
787,1848,1,1.4,1,2.0,1.0,42.0,0.7,179.0,2.0,10.0,154.0,605.0,3902.0,11.0,9.0,3,1,0,1,3
1827,1692,0,2.1,0,4.0,1.0,2.0,0.9,106.0,1.0,17.0,1899.0,1904.0,3779.0,9.0,3.0,7,1,1,1,3
624,1919,0,1.5,0,5.0,1.0,48.0,0.8,150.0,4.0,6.0,304.0,1191.0,1391.0,19.0,13.0,12,1,0,1,1
1753,995,0,1.3,1,1.0,0.0,10.0,0.1,104.0,4.0,3.0,258.0,1889.0,609.0,11.0,3.0,5,1,0,1,0
1968,1667,0,1.0,1,0.0,1.0,21.0,0.9,138.0,2.0,0.0,1211.0,1396.0,635.0,17.0,7.0,15,1,0,0,0
558,723,1,1.9,0,4.0,0.0,30.0,0.3,102.0,1.0,7.0,1467.0,1901.0,2339.0,19.0,9.0,17,0,1,1,2
348,869,1,1.0,0,7.0,1.0,57.0,0.6,118.0,1.0,15.0,1243.0,1584.0,2727.0,13.0,3.0,8,1,0,0,2
868,981,1,1.9,1,0.0,0.0,2.0,0.1,136.0,3.0,7.0,75.0,688.0,1539.0,19.0,12.0,19,0,0,0,0
993,686,1,0.5,0,11.0,0.0,3.0,0.3,91.0,6.0,15.0,1109.0,1392.0,570.0,7.0,6.0,19,0,1,0,0
9,509,1,0.6,1,2.0,1.0,9.0,0.1,93.0,5.0,15.0,1137.0,1224.0,513.0,19.0,10.0,12,1,0,0,0
1857,914,1,0.7,0,1.0,1.0,60.0,0.9,198.0,5.0,4.0,740.0,840.0,3736.0,14.0,8.0,5,1,0,0,3
1934,1405,0,1.7,0,0.0,0.0,8.0,0.3,107.0,4.0,7.0,284.0,1036.0,2376.0,19.0,6.0,11,0,1,0,2
356,1828,1,2.1,1,0.0,0.0,17.0,0.9,199.0,1.0,1.0,336.0,898.0,2280.0,17.0,14.0,4,0,0,0,2
1780,909,1,0.7,1,7.0,0.0,47.0,0.1,146.0,3.0,9.0,410.0,1643.0,1244.0,14.0,10.0,16,0,1,0,0
661,1897,0,3.0,0,1.0,1.0,21.0,0.5,192.0,8.0,2.0,1311.0,1935.0,273.0,17.0,6.0,3,1,1,1,0
1447,1002,0,2.7,1,16.0,1.0,11.0,0.4,185.0,6.0,18.0,285.0,512.0,961.0,10.0,7.0,19,1,0,1,0
1728,1065,0,2.8,1,0.0,1.0,21.0,0.1,158.0,5.0,3.0,760.0,1722.0,1193.0,16.0,13.0,20,1,0,1,1
918,979,0,0.5,1,0.0,1.0,5.0,0.5,164.0,7.0,2.0,793.0,1670.0,3449.0,5.0,2.0,14,1,0,0,3
498,1926,1,1.7,1,1.0,1.0,33.0,0.4,172.0,3.0,2.0,982.0,1157.0,2488.0,6.0,1.0,14,1,0,0,2
419,914,1,0.9,0,2.0,0.0,4.0,0.8,100.0,2.0,12.0,191.0,1495.0,808.0,11.0,7.0,5,1,1,0,0
1388,1924,0,0.5,0,3.0,1.0,63.0,0.3,111.0,2.0,10.0,122.0,686.0,3423.0,13.0,3.0,19,1,0,0,3
634,1397,0,2.9,1,13.0,0.0,9.0,0.5,87.0,6.0,18.0,1308.0,1991.0,3137.0,12.0,1.0,11,1,1,1,3
1225,721,0,0.5,1,6.0,1.0,6.0,0.4,194.0,4.0,9.0,1446.0,1988.0,530.0,8.0,4.0,8,1,0,1,0
712,1624,0,1.6,1,8.0,0.0,28.0,0.4,150.0,2.0,10.0,689.0,699.0,2473.0,16.0,11.0,2,1,0,0,2
1916,1176,1,2.1,0,2.0,1.0,62.0,0.5,168.0,2.0,10.0,674.0,1455.0,1534.0,6.0,2.0,17,1,0,0,1
1410,856,0,1.9,1,0.0,1.0,14.0,0.6,115.0,1.0,7.0,395.0,1027.0,2439.0,6.0,3.0,12,1,1,1,1
1480,603,0,1.5,0,8.0,0.0,12.0,0.7,114.0,6.0,20.0,1003.0,1284.0,1543.0,7.0,5.0,19,1,1,0,1
1294,589,1,0.5,0,1.0,1.0,59.0,0.7,146.0,8.0,4.0,759.0,1858.0,362.0,16.0,10.0,6,1,1,1,0
1376,539,0,2.0,1,1.0,0.0,24.0,0.5,86.0,4.0,2.0,958.0,967.0,1326.0,7.0,4.0,3,1,1,0,0
1304,1077,1,1.7,1,1.0,0.0,58.0,0.8,86.0,7.0,13.0,135.0,1892.0,3902.0,9.0,3.0,3,1,0,0,3
1860,1646,0,2.5,0,3.0,1.0,25.0,0.6,200.0,2.0,5.0,211.0,1608.0,686.0,8.0,6.0,11,1,1,0,0
1966,1583,0,1.2,1,0.0,0.0,14.0,0.2,148.0,2.0,4.0,1171.0,1673.0,2498.0,13.0,6.0,8,0,0,1,2
1119,1537,0,2.9,0,11.0,1.0,46.0,0.8,158.0,4.0,17.0,686.0,1305.0,2857.0,17.0,14.0,2,1,1,1,3
819,1236,0,0.9,1,2.0,1.0,57.0,0.1,188.0,1.0,14.0,517.0,809.0,1406.0,14.0,12.0,20,1,0,1,0
817,918,0,0.9,1,1.0,0.0,8.0,0.1,123.0,7.0,5.0,653.0,671.0,1652.0,17.0,4.0,14,1,1,0,1
943,1428,1,1.6,0,0.0,0.0,7.0,0.1,153.0,4.0,2.0,584.0,983.0,1808.0,12.0,8.0,13,0,1,0,1
254,1450,1,2.7,1,9.0,0.0,19.0,0.6,131.0,1.0,17.0,707.0,1882.0,575.0,15.0,9.0,12,0,0,0,0
29,851,0,0.5,0,3.0,0.0,21.0,0.4,200.0,5.0,7.0,1171.0,1263.0,478.0,12.0,7.0,10,1,0,1,0
1611,1310,0,2.3,1,3.0,0.0,15.0,0.2,150.0,5.0,11.0,954.0,970.0,2518.0,18.0,17.0,5,0,1,1,2
494,1225,1,2.4,0,0.0,0.0,15.0,0.1,155.0,5.0,0.0,840.0,982.0,1970.0,16.0,8.0,15,1,1,0,1
1961,672,1,0.6,1,13.0,0.0,61.0,0.1,194.0,5.0,20.0,724.0,1127.0,1457.0,14.0,10.0,20,1,0,1,0
621,1944,1,0.5,0,5.0,1.0,36.0,0.1,197.0,6.0,18.0,1060.0,1970.0,584.0,17.0,14.0,13,1,1,0,1
893,1181,0,2.3,0,12.0,1.0,61.0,0.6,116.0,2.0,16.0,385.0,831.0,2020.0,6.0,0.0,18,1,1,0,1
1284,991,0,2.0,0,2.0,1.0,12.0,0.3,158.0,5.0,6.0,1209.0,1678.0,2014.0,11.0,9.0,10,1,0,0,2
1427,1489,0,2.1,1,0.0,0.0,9.0,0.4,169.0,3.0,1.0,923.0,1759.0,1663.0,9.0,3.0,14,1,0,1,1
110,783,0,1.8,1,0.0,1.0,43.0,1.0,106.0,3.0,4.0,1198.0,1471.0,2016.0,16.0,4.0,18,1,1,0,1
1035,1696,0,1.7,0,1.0,0.0,13.0,0.9,97.0,3.0,2.0,179.0,772.0,523.0,5.0,0.0,4,0,1,1,0
1063,1959,0,0.5,1,5.0,0.0,18.0,0.7,191.0,6.0,20.0,65.0,1055.0,619.0,7.0,4.0,8,1,1,1,0
1133,1528,1,1.8,1,3.0,1.0,55.0,0.8,129.0,5.0,6.0,454.0,1762.0,1282.0,11.0,9.0,11,1,1,1,1
966,1910,1,1.7,0,0.0,0.0,34.0,0.6,115.0,2.0,0.0,985.0,1284.0,309.0,8.0,4.0,10,0,0,1,0
181,1165,1,2.4,0,11.0,0.0,41.0,0.2,178.0,6.0,12.0,564.0,831.0,764.0,19.0,12.0,15,1,0,0,0
696,1348,0,1.3,0,0.0,0.0,43.0,0.4,116.0,5.0,6.0,204.0,501.0,3914.0,10.0,3.0,8,1,0,1,3
384,625,1,1.9,0,12.0,1.0,33.0,0.2,191.0,1.0,20.0,431.0,550.0,3801.0,10.0,6.0,2,1,0,0,2
1151,696,1,2.4,0,11.0,1.0,35.0,0.2,103.0,3.0,13.0,533.0,797.0,2022.0,14.0,11.0,4,1,0,1,1
1787,1830,1,1.0,0,7.0,1.0,47.0,0.3,117.0,1.0,11.0,1191.0,1882.0,3362.0,13.0,10.0,11,1,0,0,3
682,804,1,0.8,1,12.0,1.0,41.0,0.9,89.0,1.0,13.0,709.0,818.0,2027.0,11.0,5.0,11,1,0,0,1
132,645,0,0.5,0,1.0,0.0,41.0,1.0,197.0,7.0,10.0,327.0,580.0,2962.0,12.0,9.0,4,1,1,1,2
1359,1949,1,0.5,1,2.0,1.0,31.0,0.1,145.0,5.0,9.0,837.0,1182.0,832.0,7.0,3.0,19,1,0,0,1
592,1263,0,0.5,0,12.0,0.0,64.0,0.3,175.0,5.0,18.0,178.0,1883.0,1183.0,14.0,3.0,17,0,0,1,1
1141,1923,0,1.3,0,3.0,0.0,24.0,1.0,86.0,4.0,4.0,874.0,1264.0,2479.0,9.0,2.0,15,1,1,0,2
446,1991,1,2.7,0,5.0,1.0,64.0,0.9,145.0,2.0,13.0,1058.0,1325.0,1733.0,5.0,3.0,8,1,1,0,2
1751,508,1,1.3,0,1.0,0.0,50.0,0.7,82.0,5.0,9.0,102.0,1195.0,2175.0,14.0,4.0,14,0,0,1,1
1105,1510,1,2.5,1,11.0,0.0,47.0,0.7,138.0,2.0,13.0,118.0,1170.0,887.0,18.0,6.0,5,0,0,0,0
1123,1729,1,2.1,1,1.0,0.0,12.0,0.9,186.0,1.0,6.0,461.0,1178.0,1519.0,9.0,4.0,5,1,0,1,1
92,885,0,2.3,1,0.0,1.0,15.0,0.4,103.0,7.0,0.0,769.0,802.0,1410.0,16.0,10.0,5,1,1,1,0
1183,1744,0,2.8,0,0.0,1.0,62.0,0.7,158.0,1.0,0.0,621.0,1558.0,345.0,10.0,6.0,14,1,0,0,0
1161,1910,0,1.4,0,0.0,0.0,29.0,0.6,146.0,7.0,2.0,333.0,639.0,2944.0,8.0,7.0,2,1,1,1,2
1143,904,1,1.2,1,10.0,1.0,31.0,0.8,112.0,3.0,11.0,657.0,1014.0,2814.0,13.0,3.0,19,1,0,0,2
1434,1811,1,0.5,1,0.0,0.0,32.0,1.0,115.0,6.0,0.0,204.0,1132.0,348.0,17.0,11.0,18,1,0,1,0
1064,1872,0,0.5,1,3.0,0.0,17.0,0.7,89.0,6.0,6.0,1749.0,1767.0,724.0,17.0,3.0,9,1,0,1,1
946,1625,1,0.5,1,2.0,1.0,50.0,0.1,107.0,8.0,17.0,8.0,1219.0,670.0,16.0,3.0,8,1,0,0,0
1525,1517,0,2.5,0,2.0,1.0,8.0,0.8,169.0,4.0,18.0,570.0,1645.0,2738.0,18.0,16.0,12,1,0,0,2
1959,1884,0,1.0,1,3.0,0.0,24.0,0.5,149.0,6.0,4.0,1168.0,1179.0,1396.0,15.0,8.0,9,1,1,1,1
869,1236,1,2.8,0,6.0,1.0,32.0,0.3,143.0,4.0,18.0,492.0,1403.0,942.0,16.0,12.0,14,1,1,1,0
340,821,0,1.8,1,5.0,0.0,54.0,0.1,109.0,3.0,9.0,253.0,1786.0,3185.0,8.0,4.0,15,1,0,0,2
1365,1318,0,1.9,1,0.0,1.0,11.0,0.8,188.0,2.0,15.0,688.0,1591.0,1780.0,12.0,10.0,2,1,0,0,1
1580,1897,1,1.9,0,2.0,1.0,54.0,0.3,154.0,2.0,7.0,630.0,738.0,412.0,17.0,11.0,2,1,0,0,0
1165,1268,1,2.9,0,9.0,1.0,42.0,0.9,182.0,6.0,17.0,360.0,912.0,931.0,11.0,5.0,20,1,1,0,0
754,1092,0,2.7,1,8.0,0.0,45.0,0.8,185.0,1.0,10.0,1404.0,1424.0,1303.0,12.0,3.0,20,0,1,1,1
1258,1872,1,0.5,1,14.0,0.0,49.0,0.2,139.0,7.0,18.0,81.0,1389.0,3153.0,16.0,15.0,5,1,1,0,3
1283,840,0,1.2,1,5.0,1.0,15.0,0.3,178.0,6.0,8.0,526.0,1728.0,2636.0,12.0,2.0,6,1,1,0,2
85,1412,1,2.4,0,5.0,0.0,25.0,0.8,96.0,8.0,17.0,516.0,1894.0,837.0,15.0,9.0,4,0,0,1,1
965,1379,0,0.5,1,1.0,0.0,19.0,0.3,134.0,8.0,17.0,387.0,671.0,3912.0,11.0,2.0,19,0,1,1,3
1305,1023,1,2.3,1,5.0,1.0,30.0,0.2,80.0,8.0,7.0,5.0,1744.0,2086.0,10.0,0.0,19,1,1,1,1
64,702,0,2.6,1,2.0,1.0,9.0,0.7,141.0,3.0,3.0,504.0,1570.0,2955.0,10.0,4.0,19,1,0,0,2
1307,831,0,1.7,1,7.0,1.0,26.0,0.7,177.0,5.0,11.0,511.0,621.0,1704.0,6.0,5.0,20,1,1,1,0
1941,1522,0,2.2,0,4.0,0.0,21.0,0.7,162.0,6.0,11.0,533.0,1696.0,3767.0,15.0,9.0,16,0,0,1,3
1291,1278,1,1.2,0,10.0,1.0,60.0,0.6,172.0,7.0,14.0,1244.0,1504.0,3142.0,11.0,4.0,19,1,0,1,3
767,1853,0,0.5,1,1.0,0.0,27.0,0.3,197.0,6.0,13.0,985.0,1005.0,1973.0,10.0,2.0,8,1,0,1,2
81,999,0,2.9,1,11.0,1.0,64.0,0.2,199.0,4.0,19.0,1397.0,1616.0,2593.0,14.0,11.0,16,1,1,0,2
852,814,1,1.1,1,2.0,0.0,41.0,0.8,177.0,2.0,10.0,1092.0,1406.0,1944.0,16.0,6.0,12,1,0,0,1
331,1867,0,2.3,0,0.0,1.0,9.0,0.1,191.0,6.0,3.0,712.0,1442.0,990.0,6.0,1.0,2,1,0,1,1
1069,1414,0,2.6,0,1.0,0.0,27.0,0.6,137.0,4.0,20.0,804.0,1564.0,312.0,5.0,2.0,8,0,0,1,0
1234,578,1,0.5,0,9.0,1.0,62.0,0.3,170.0,5.0,13.0,626.0,1134.0,2977.0,15.0,12.0,5,1,1,1,2
393,1375,1,1.1,0,3.0,1.0,9.0,0.9,145.0,7.0,19.0,475.0,726.0,3869.0,19.0,18.0,10,1,1,1,3
811,807,0,0.5,0,9.0,0.0,8.0,0.3,158.0,5.0,20.0,667.0,697.0,1284.0,17.0,13.0,2,0,1,1,0
735,771,1,0.5,0,3.0,0.0,25.0,1.0,86.0,4.0,6.0,327.0,922.0,770.0,12.0,1.0,20,0,1,0,0
880,1554,0,2.7,1,3.0,1.0,47.0,0.7,185.0,5.0,12.0,319.0,1367.0,509.0,12.0,3.0,19,1,0,0,0
1531,1770,1,2.3,0,0.0,0.0,9.0,0.6,183.0,6.0,5.0,1098.0,1373.0,3785.0,13.0,10.0,14,1,0,1,3
1134,1447,1,2.5,1,2.0,0.0,9.0,0.2,155.0,8.0,16.0,737.0,1455.0,568.0,12.0,11.0,8,0,0,0,0
727,1590,0,0.6,1,0.0,0.0,7.0,0.3,122.0,3.0,17.0,1464.0,1595.0,1201.0,12.0,3.0,18,1,1,1,1
478,1615,0,0.5,0,14.0,0.0,15.0,0.1,132.0,4.0,16.0,622.0,1256.0,3488.0,16.0,2.0,3,0,0,1,3
1212,864,0,2.5,0,10.0,1.0,24.0,0.7,148.0,4.0,15.0,1362.0,1378.0,3964.0,13.0,8.0,12,1,1,0,3
1577,999,0,1.7,0,6.0,0.0,49.0,0.6,132.0,1.0,17.0,608.0,1970.0,1598.0,7.0,0.0,8,0,1,0,1
960,1596,0,2.9,1,7.0,0.0,7.0,0.7,149.0,2.0,9.0,169.0,1190.0,2493.0,14.0,12.0,13,1,1,1,2
1029,1658,1,1.4,1,0.0,1.0,38.0,0.3,159.0,5.0,0.0,51.0,739.0,2609.0,12.0,11.0,19,1,0,0,2
1630,1194,0,2.3,0,6.0,1.0,34.0,0.2,165.0,2.0,12.0,494.0,509.0,313.0,15.0,1.0,19,1,1,0,0
1028,957,1,0.7,0,0.0,1.0,4.0,0.1,160.0,2.0,0.0,38.0,1682.0,1898.0,12.0,4.0,3,1,1,0,1
27,956,0,0.5,0,1.0,1.0,41.0,1.0,143.0,7.0,6.0,511.0,1075.0,3286.0,17.0,8.0,12,1,1,0,3
1301,1874,1,0.6,0,1.0,0.0,19.0,0.8,192.0,2.0,9.0,1238.0,1418.0,1218.0,15.0,10.0,17,0,1,0,1
1379,771,0,2.9,0,2.0,0.0,62.0,0.7,106.0,1.0,8.0,1709.0,1781.0,1628.0,9.0,3.0,6,0,1,0,1
1230,697,0,2.7,1,5.0,1.0,20.0,0.4,173.0,2.0,6.0,478.0,1477.0,259.0,12.0,6.0,4,1,1,1,0
1548,1410,1,0.5,1,0.0,1.0,15.0,0.3,92.0,3.0,1.0,192.0,1311.0,2304.0,18.0,4.0,18,1,1,0,2
114,1804,0,0.5,0,9.0,1.0,22.0,0.6,153.0,7.0,19.0,1158.0,1244.0,3472.0,9.0,1.0,20,1,0,1,3
729,1135,1,2.8,1,9.0,0.0,43.0,0.4,158.0,1.0,11.0,690.0,1589.0,3204.0,18.0,13.0,6,1,0,0,3
260,754,0,0.5,1,7.0,1.0,59.0,0.7,178.0,7.0,10.0,1914.0,1928.0,1027.0,6.0,3.0,5,1,0,0,1
1912,695,0,1.2,0,1.0,1.0,41.0,0.4,169.0,8.0,8.0,789.0,1211.0,2282.0,5.0,2.0,17,1,1,0,1
469,1845,1,0.5,1,10.0,0.0,61.0,0.3,96.0,1.0,12.0,292.0,695.0,1731.0,9.0,5.0,6,0,0,0,1
973,516,1,0.7,1,1.0,0.0,30.0,0.9,138.0,1.0,12.0,126.0,698.0,3731.0,17.0,13.0,15,0,0,0,2
1097,1375,0,0.5,1,2.0,1.0,35.0,0.1,194.0,2.0,3.0,227.0,772.0,1947.0,15.0,13.0,15,1,1,1,1
89,1309,0,1.1,1,0.0,0.0,33.0,0.5,100.0,4.0,14.0,557.0,1402.0,2334.0,10.0,1.0,11,1,0,1,2
829,833,1,2.2,0,4.0,0.0,27.0,0.9,124.0,1.0,6.0,359.0,1395.0,2150.0,9.0,5.0,7,0,1,1,1
319,1097,0,2.1,1,6.0,0.0,64.0,0.2,161.0,3.0,8.0,419.0,1914.0,1725.0,14.0,5.0,9,1,0,1,1
1973,816,0,3.0,1,2.0,0.0,9.0,0.1,117.0,1.0,3.0,1196.0,1651.0,3851.0,10.0,3.0,14,1,0,1,3
370,1108,1,2.9,0,10.0,0.0,52.0,0.1,183.0,2.0,12.0,130.0,1706.0,3264.0,16.0,1.0,13,0,1,1,3
1181,1271,0,1.5,1,0.0,0.0,2.0,0.9,161.0,1.0,1.0,1260.0,1788.0,892.0,15.0,13.0,20,0,1,0,1
935,1231,0,0.7,1,2.0,0.0,7.0,0.9,113.0,1.0,7.0,43.0,1663.0,3119.0,9.0,4.0,15,1,1,0,3
758,1264,0,2.9,1,2.0,1.0,34.0,0.2,171.0,3.0,3.0,562.0,849.0,419.0,7.0,4.0,3,1,1,1,0
255,973,1,1.5,0,5.0,1.0,57.0,0.2,190.0,7.0,16.0,457.0,1816.0,2977.0,6.0,4.0,2,1,0,0,2
321,1980,0,0.5,1,2.0,1.0,29.0,0.8,177.0,1.0,13.0,312.0,1910.0,3865.0,12.0,10.0,18,1,0,0,3
818,1320,0,0.5,1,7.0,0.0,48.0,0.2,168.0,5.0,16.0,103.0,1583.0,2893.0,8.0,5.0,9,0,0,1,2
1985,1829,1,2.1,0,8.0,0.0,59.0,0.1,91.0,5.0,15.0,1457.0,1919.0,3142.0,16.0,6.0,5,1,1,1,3
1971,538,0,1.1,1,0.0,1.0,25.0,0.3,163.0,7.0,7.0,455.0,537.0,2215.0,9.0,3.0,17,1,1,1,1
1791,1203,1,0.5,1,0.0,1.0,11.0,0.9,109.0,2.0,12.0,35.0,510.0,1672.0,17.0,13.0,19,1,1,0,0
385,1880,1,1.8,0,4.0,1.0,18.0,0.7,138.0,3.0,5.0,71.0,699.0,3333.0,17.0,15.0,7,1,0,0,3
1766,993,1,2.3,1,0.0,0.0,16.0,0.4,106.0,7.0,13.0,424.0,1639.0,1113.0,14.0,1.0,6,0,0,1,0
1842,969,0,1.8,1,2.0,1.0,44.0,0.6,158.0,3.0,7.0,167.0,909.0,641.0,9.0,1.0,8,1,0,1,0
